# cid2code.txt (Version 10/24/2017)
#
# The data in this table contains nineteen tab-delimited columns of
# information. The contents of this file supplement "The Adobe-CNS1-7
# Character Collection" (formerly Adobe Tech Note #5080):
#
# https://github.com/adobe-type-tools/Adobe-CNS1/
#
# This table contains lists CIDs 0 through 19178 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 19, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "B5-H" and "B5-V" CMaps (Big
#   Five character set, Big Five encoding, half-width Latin
#   characters).
#
# o Column 3: Character codes for the "B5pc-H" and "B5pc-V" CMaps
#   (MacOS-T character set, Big Five encoding, proportional Latin
#   characters).
#
# o Column 4: Character codes for the "ETen-B5-H" and "ETen-B5-V"
#   CMaps (Big Five character set with ETen extensions, Big Five
#   encoding, half-width Latin characters).
#
# o Column 5: Character codes for the "ETenms-B5-H" and
#   "ETenms-B5-V" CMaps (Big Five character set with ETen extensions,
#   Big Five encoding, proportional Latin characters).
#
# o Column 6: Character codes for the "CNS1-H" and "CNS1-V" CMaps
#   (CNS 11643-1992 character set, Plane 1, ISO-2022-CN encoding).
#
# o Column 7: Character codes for the "CNS2-H" and "CNS2-V" CMaps
#   (CNS 11643-1992 character set, Plane 2, ISO-2022-CN encoding).
#
# o Column 8: Character codes for the "CNS-EUC-H" and "CNS-EUC-V"
#   CMaps (CNS 11643-1992 character set, Planes 1 and 2, EUC-TW
#   encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "UniCNS-UCS2-H" and
#   "UniCNS-UCS2-V" CMaps (Unicode UCS-2 encoding, proportional
#   Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 10: Character codes for the "UniCNS-UTF8-H" and
#   "UniCNS-UTF8-V" CMaps (Unicode 10.0 UTF-8 encoding, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniCNS-UTF16-H" and
#   "UniCNS-UTF16-V" CMaps (Unicode 10.0 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 12: Character codes for the "UniCNS-UTF32-H" and
#   "UniCNS-UTF32-V" CMaps (Unicode 10.0 UTF-32 encoding, proportional
#   Latin characters).
#
# o Column 13: Character codes for the "ETHK-B5-H" and "ETHK-B5-V"
#   CMaps (Big Five character set with the ETen and Hong Kong SCS
#   extensions, Big Five encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "HKdla-B5-H" and "HKdla-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   A with 784 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 15: Character codes for the "HKdlb-B5-H" and "HKdlb-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   B with 665 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 16: Character codes for the "HKgccs-B5-H" and "HKgccs-B5-V"
#   CMaps (Big Five character set with Hong Kong's GCCS extension, Big
#   Five encoding, proportional Latin characters).
#
# o Column 17: Character codes for the "HKm314-B5-H" and "HKm314-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 314 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 18: Character codes for the "HKm471-B5-H" and "HKm471-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 471 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "HKscs-B5-H" and "HKscs-B5-V"
#   CMaps (Big Five character set with Hong Kong's SCS extension,
#   Big Five encoding, proportional Latin characters).
#
CID	B5	B5pc	ETen-B5	ETenms-B5	CNS1	CNS2	CNS-EUC	UniCNS-UCS2	UniCNS-UTF8	UniCNS-UTF16	UniCNS-UTF32	ETHK-B5	HKdla-B5	HKdlb-B5	HKgccs-B5	HKm314-B5	HKm471-B5	HKscs-B5
1586	aa71	aa71	aa71	*	4e54	*	8ea1ced4,ced4,8ea1ced4v,ced4v	6cae	e6b2ae	6cae	00006cae	aa71	aa71	aa71	aa71	aa71	aa71	aa71
1587	aa72	aa72	aa72	*	4e55	*	8ea1ced5,ced5,8ea1ced5v,ced5v	6cd7	e6b397	6cd7	00006cd7	aa72	aa72	aa72	aa72	aa72	aa72	aa72
1588	aa73	aa73	aa73	*	4e56	*	8ea1ced6,ced6,8ea1ced6v,ced6v	6cc5	e6b385	6cc5	00006cc5	aa73	aa73	aa73	aa73	aa73	aa73	aa73
1589	aa74	aa74	aa74	*	4e57	*	8ea1ced7,ced7,8ea1ced7v,ced7v	6cf1	e6b3b1	6cf1	00006cf1	aa74	aa74	aa74	aa74	aa74	aa74	aa74
1590	aa75	aa75	aa75	*	4e58	*	8ea1ced8,ced8,8ea1ced8v,ced8v	6cbf	e6b2bf	6cbf	00006cbf	aa75	aa75	aa75	aa75	aa75	aa75	aa75
1591	aa76	aa76	aa76	*	4e59	*	8ea1ced9,ced9,8ea1ced9v,ced9v	6cbb	e6b2bb	6cbb	00006cbb	aa76	aa76	aa76	aa76	aa76	aa76	aa76
1592	aa77	aa77	aa77	*	4e5a	*	8ea1ceda,ceda,8ea1cedav,cedav	6ce1	e6b3a1	6ce1	00006ce1	aa77	aa77	aa77	aa77	aa77	aa77	aa77
1593	aa78	aa78	aa78	*	4e5b	*	8ea1cedb,cedb,8ea1cedbv,cedbv	6cdb	e6b39b	6cdb	00006cdb	aa78	aa78	aa78	aa78	aa78	aa78	aa78
1594	aa79	aa79	aa79	*	4e5c	*	8ea1cedc,cedc,8ea1cedcv,cedcv	6cca	e6b38a	6cca	00006cca	aa79	aa79	aa79	aa79	aa79	aa79	aa79
1595	aa7a	aa7a	aa7a	*	4e5d	*	8ea1cedd,cedd,8ea1ceddv,ceddv	6cac	e6b2ac	6cac	00006cac	aa7a	aa7a	aa7a	aa7a	aa7a	aa7a	aa7a
1596	aa7b	aa7b	aa7b	*	4e5e	*	8ea1cede,cede,8ea1cedev,cedev	6cef	e6b3af	6cef	00006cef	aa7b	aa7b	aa7b	aa7b	aa7b	aa7b	aa7b
1597	aa7c	aa7c	aa7c	*	4e5f	*	8ea1cedf,cedf,8ea1cedfv,cedfv	6cdc	e6b39c	6cdc	00006cdc	aa7c	aa7c	aa7c	aa7c	aa7c	aa7c	aa7c
1598	aa7d	aa7d	aa7d	*	4e60	*	8ea1cee0,cee0,8ea1cee0v,cee0v	6cd6	e6b396	6cd6	00006cd6	aa7d	aa7d	aa7d	aa7d	aa7d	aa7d	aa7d
1599	aa7e	aa7e	aa7e	*	4e61	*	8ea1cee1,cee1,8ea1cee1v,cee1v	6ce0	e6b3a0	6ce0	00006ce0	aa7e	aa7e	aa7e	aa7e	aa7e	aa7e	aa7e
1600	aaa1	aaa1	aaa1	*	4e62	*	8ea1cee2,cee2,8ea1cee2v,cee2v	7095	e78295	7095	00007095	aaa1	aaa1	aaa1	aaa1	aaa1	aaa1	aaa1
1601	aaa2	aaa2	aaa2	*	4e63	*	8ea1cee3,cee3,8ea1cee3v,cee3v	708e	e7828e	708e	0000708e	aaa2	aaa2	aaa2	aaa2	aaa2	aaa2	aaa2
1602	aaa3	aaa3	aaa3	*	4e64	*	8ea1cee4,cee4,8ea1cee4v,cee4v	7092	e78292	7092	00007092	aaa3	aaa3	aaa3	aaa3	aaa3	aaa3	aaa3
1603	aaa4	aaa4	aaa4	*	4e65	*	8ea1cee5,cee5,8ea1cee5v,cee5v	708a	e7828a	708a	0000708a	aaa4	aaa4	aaa4	aaa4	aaa4	aaa4	aaa4
1604	aaa5	aaa5	aaa5	*	4e66	*	8ea1cee6,cee6,8ea1cee6v,cee6v	7099	e78299	7099	00007099	aaa5	aaa5	aaa5	aaa5	aaa5	aaa5	aaa5
1605	aaa6	aaa6	aaa6	*	4e67	*	8ea1cee7,cee7,8ea1cee7v,cee7v	722c	e788ac	722c	0000722c	aaa6	aaa6	aaa6	aaa6	aaa6	aaa6	aaa6
1606	aaa7	aaa7	aaa7	*	4e68	*	8ea1cee8,cee8,8ea1cee8v,cee8v	722d	e788ad	722d	0000722d	aaa7	aaa7	aaa7	aaa7	aaa7	aaa7	aaa7
1607	aaa8	aaa8	aaa8	*	4e69	*	8ea1cee9,cee9,8ea1cee9v,cee9v	7238	e788b8	7238	00007238	aaa8	aaa8	aaa8	aaa8	aaa8	aaa8	aaa8
1608	aaa9	aaa9	aaa9	*	4e6a	*	8ea1ceea,ceea,8ea1ceeav,ceeav	7248	e78988	7248	00007248	aaa9	aaa9	aaa9	aaa9	aaa9	aaa9	aaa9
1609	aaaa	aaaa	aaaa	*	4e6b	*	8ea1ceeb,ceeb,8ea1ceebv,ceebv	7267	e789a7	7267	00007267	aaaa	aaaa	aaaa	aaaa	aaaa	aaaa	aaaa
1610	aaab	aaab	aaab	*	4e6c	*	8ea1ceec,ceec,8ea1ceecv,ceecv	7269	e789a9	7269	00007269	aaab	aaab	aaab	aaab	aaab	aaab	aaab
1611	aaac	aaac	aaac	*	4e6d	*	8ea1ceed,ceed,8ea1ceedv,ceedv	72c0	e78b80	72c0	000072c0	aaac	aaac	aaac	aaac	aaac	aaac	aaac
1612	aaad	aaad	aaad	*	4e6e	*	8ea1ceee,ceee,8ea1ceeev,ceeev	72ce	e78b8e	72ce	000072ce	aaad	aaad	aaad	aaad	aaad	aaad	aaad
1613	aaae	aaae	aaae	*	4e6f	*	8ea1ceef,ceef,8ea1ceefv,ceefv	72d9	e78b99	72d9	000072d9	aaae	aaae	aaae	aaae	aaae	aaae	aaae
1614	aaaf	aaaf	aaaf	*	4e70	*	8ea1cef0,cef0,8ea1cef0v,cef0v	72d7	e78b97	72d7	000072d7	aaaf	aaaf	aaaf	aaaf	aaaf	aaaf	aaaf
1615	aab0	aab0	aab0	*	4e71	*	8ea1cef1,cef1,8ea1cef1v,cef1v	72d0	e78b90	72d0	000072d0	aab0	aab0	aab0	aab0	aab0	aab0	aab0
1616	aab1	aab1	aab1	*	4e72	*	8ea1cef2,cef2,8ea1cef2v,cef2v	73a9	e78ea9	73a9	000073a9	aab1	aab1	aab1	aab1	aab1	aab1	aab1
1617	aab2	aab2	aab2	*	4e73	*	8ea1cef3,cef3,8ea1cef3v,cef3v	73a8	e78ea8	73a8	000073a8	aab2	aab2	aab2	aab2	aab2	aab2	aab2
1618	aab3	aab3	aab3	*	4e74	*	8ea1cef4,cef4,8ea1cef4v,cef4v	739f	e78e9f	739f	0000739f	aab3	aab3	aab3	aab3	aab3	aab3	aab3
1619	aab4	aab4	aab4	*	4e75	*	8ea1cef5,cef5,8ea1cef5v,cef5v	73ab	e78eab	73ab	000073ab	aab4	aab4	aab4	aab4	aab4	aab4	aab4
1620	aab5	aab5	aab5	*	4e76	*	8ea1cef6,cef6,8ea1cef6v,cef6v	73a5	e78ea5	73a5	000073a5	aab5	aab5	aab5	aab5	aab5	aab5	aab5
1621	aab6	aab6	aab6	*	4e77	*	8ea1cef7,cef7,8ea1cef7v,cef7v	753d	e794bd	753d	0000753d	aab6	aab6	aab6	aab6	aab6	aab6	aab6
1622	aab7	aab7	aab7	*	4e78	*	8ea1cef8,cef8,8ea1cef8v,cef8v	759d	e7969d	759d	0000759d	aab7	aab7	aab7	aab7	aab7	aab7	aab7
1623	aab8	aab8	aab8	*	4e79	*	8ea1cef9,cef9,8ea1cef9v,cef9v	7599	e79699	7599	00007599	aab8	aab8	aab8	aab8	aab8	aab8	aab8
1624	aab9	aab9	aab9	*	4e7a	*	8ea1cefa,cefa,8ea1cefav,cefav	759a	e7969a	759a	0000759a	aab9	aab9	aab9	aab9	aab9	aab9	aab9
1625	aaba	aaba	aaba	*	4e7b	*	8ea1cefb,cefb,8ea1cefbv,cefbv	7684	e79a84	7684	00007684	aaba	aaba	aaba	aaba	aaba	aaba	aaba
1626	aabb	aabb	aabb	*	4e7c	*	8ea1cefc,cefc,8ea1cefcv,cefcv	76c2	e79b82	76c2	000076c2	aabb	aabb	aabb	aabb	aabb	aabb	aabb
1627	aabc	aabc	aabc	*	4e7d	*	8ea1cefd,cefd,8ea1cefdv,cefdv	76f2	e79bb2	76f2	000076f2	aabc	aabc	aabc	aabc	aabc	aabc	aabc
1628	aabd	aabd	aabd	*	4e7e	*	8ea1cefe,cefe,8ea1cefev,cefev	76f4	e79bb4	76f4	000076f4	aabd	aabd	aabd	aabd	aabd	aabd	aabd
1629	aabe	aabe	aabe	*	4f21	*	8ea1cfa1,cfa1,8ea1cfa1v,cfa1v	77e5	e79fa5	77e5	000077e5	aabe	aabe	aabe	aabe	aabe	aabe	aabe
1630	aabf	aabf	aabf	*	4f22	*	8ea1cfa2,cfa2,8ea1cfa2v,cfa2v	77fd	e79fbd	77fd	000077fd	aabf	aabf	aabf	aabf	aabf	aabf	aabf
1631	aac0	aac0	aac0	*	4f23	*	8ea1cfa3,cfa3,8ea1cfa3v,cfa3v	793e	e7a4be	793e	0000793e	aac0	aac0	aac0	aac0	aac0	aac0	aac0
1632	aac1	aac1	aac1	*	4f24	*	8ea1cfa4,cfa4,8ea1cfa4v,cfa4v	7940	e7a580	7940	00007940	aac1	aac1	aac1	aac1	aac1	aac1	aac1
1633	aac2	aac2	aac2	*	4f25	*	8ea1cfa5,cfa5,8ea1cfa5v,cfa5v	7941	e7a581	7941	00007941	aac2	aac2	aac2	aac2	aac2	aac2	aac2
1634	aac3	aac3	aac3	*	4f26	*	8ea1cfa6,cfa6,8ea1cfa6v,cfa6v	79c9	e7a789	79c9	000079c9	aac3	aac3	aac3	aac3	aac3	aac3	aac3
1635	aac4	aac4	aac4	*	4f27	*	8ea1cfa7,cfa7,8ea1cfa7v,cfa7v	79c8	e7a788	79c8	000079c8	aac4	aac4	aac4	aac4	aac4	aac4	aac4
1636	aac5	aac5	aac5	*	4f28	*	8ea1cfa8,cfa8,8ea1cfa8v,cfa8v	7a7a	e7a9ba	7a7a	00007a7a	aac5	aac5	aac5	aac5	aac5	aac5	aac5
1637	aac6	aac6	aac6	*	4f29	*	8ea1cfa9,cfa9,8ea1cfa9v,cfa9v	7a79	e7a9b9	7a79	00007a79	aac6	aac6	aac6	aac6	aac6	aac6	aac6
1638	aac7	aac7	aac7	*	4f2a	*	8ea1cfaa,cfaa,8ea1cfaav,cfaav	7afa	e7abba	7afa	00007afa	aac7	aac7	aac7	aac7	aac7	aac7	aac7
1639	aac8	aac8	aac8	*	4f2b	*	8ea1cfab,cfab,8ea1cfabv,cfabv	7cfe	e7b3be	7cfe	00007cfe	aac8	aac8	aac8	aac8	aac8	aac8	aac8
1640	aac9	aac9	aac9	*	4f2c	*	8ea1cfac,cfac,8ea1cfacv,cfacv	7f54	e7bd94	7f54	00007f54	aac9	aac9	aac9	aac9	aac9	aac9	aac9
1641	aaca	aaca	aaca	*	4f2d	*	8ea1cfad,cfad,8ea1cfadv,cfadv	7f8c	e7be8c	7f8c	00007f8c	aaca	aaca	aaca	aaca	aaca	aaca	aaca
1642	aacb	aacb	aacb	*	4f2e	*	8ea1cfae,cfae,8ea1cfaev,cfaev	7f8b	e7be8b	7f8b	00007f8b	aacb	aacb	aacb	aacb	aacb	aacb	aacb
1643	aacc	aacc	aacc	*	4f2f	*	8ea1cfaf,cfaf,8ea1cfafv,cfafv	8005	e88085,ee8dbc	8005,e37c	00008005,0000e37c	8ecd,aacc	aacc	aacc	aacc	aacc	aacc	8ecd,aacc
1644	aacd	aacd	aacd	*	4f30	*	8ea1cfb0,cfb0,8ea1cfb0v,cfb0v	80ba	e882ba	80ba	000080ba	aacd	aacd	aacd	aacd	aacd	aacd	aacd
1645	aace	aace	aace	*	4f31	*	8ea1cfb1,cfb1,8ea1cfb1v,cfb1v	80a5	e882a5	80a5	000080a5	aace	aace	aace	aace	aace	aace	aace
1646	aacf	aacf	aacf	*	4f32	*	8ea1cfb2,cfb2,8ea1cfb2v,cfb2v	80a2	e882a2	80a2	000080a2	aacf	aacf	aacf	aacf	aacf	aacf	aacf
1647	aad0	aad0	aad0	*	4f33	*	8ea1cfb3,cfb3,8ea1cfb3v,cfb3v	80b1	e882b1	80b1	000080b1	aad0	aad0	aad0	aad0	aad0	aad0	aad0
1648	aad1	aad1	aad1	*	4f34	*	8ea1cfb4,cfb4,8ea1cfb4v,cfb4v	80a1	e882a1	80a1	000080a1	aad1	aad1	aad1	aad1	aad1	aad1	aad1
1649	aad2	aad2	aad2	*	4f35	*	8ea1cfb5,cfb5,8ea1cfb5v,cfb5v	80ab	e882ab	80ab	000080ab	aad2	aad2	aad2	aad2	aad2	aad2	aad2
1650	aad3	aad3	aad3	*	4f36	*	8ea1cfb6,cfb6,8ea1cfb6v,cfb6v	80a9	e882a9	80a9	000080a9	aad3	aad3	aad3	aad3	aad3	aad3	aad3
1651	aad4	aad4	aad4	*	4f37	*	8ea1cfb7,cfb7,8ea1cfb7v,cfb7v	80b4	e882b4	80b4	000080b4	aad4	aad4	aad4	aad4	aad4	aad4	aad4
1652	aad5	aad5	aad5	*	4f38	*	8ea1cfb8,cfb8,8ea1cfb8v,cfb8v	80aa	e882aa	80aa	000080aa	aad5	aad5	aad5	aad5	aad5	aad5	aad5
1653	aad6	aad6	aad6	*	4f39	*	8ea1cfb9,cfb9,8ea1cfb9v,cfb9v	80af	e882af	80af	000080af	aad6	aad6	aad6	aad6	aad6	aad6	aad6
1654	aad7	aad7	aad7	*	4f3a	*	8ea1cfba,cfba,8ea1cfbav,cfbav	81e5	e887a5	81e5	000081e5	aad7	aad7	aad7	aad7	aad7	aad7	aad7
1655	aad8	aad8	aad8	*	4f3b	*	8ea1cfbb,cfbb,8ea1cfbbv,cfbbv	81fe	e887be	81fe	000081fe	aad8	aad8	aad8	aad8	aad8	aad8	aad8
1656	aad9	aad9	aad9	*	4f3c	*	8ea1cfbc,cfbc,8ea1cfbcv,cfbcv	820d	e8888d	820d	0000820d	aad9	aad9	aad9	aad9	aad9	aad9	aad9
1657	aada	aada	aada	*	4f3d	*	8ea1cfbd,cfbd,8ea1cfbdv,cfbdv	82b3	e88ab3	82b3	000082b3	aada	aada	aada	aada	aada	aada	aada
1658	aadb	aadb	aadb	*	4f3e	*	8ea1cfbe,cfbe,8ea1cfbev,cfbev	829d	e88a9d	829d	0000829d	aadb	aadb	aadb	aadb	aadb	aadb	aadb
1659	aadc	aadc	aadc	*	4f3f	*	8ea1cfbf,cfbf,8ea1cfbfv,cfbfv	8299	e88a99	8299	00008299	aadc	aadc	aadc	aadc	aadc	aadc	aadc
1660	aadd	aadd	aadd	*	4f40	*	8ea1cfc0,cfc0,8ea1cfc0v,cfc0v	82ad	e88aad	82ad	000082ad	aadd	aadd	aadd	aadd	aadd	aadd	aadd
1661	aade	aade	aade	*	4f41	*	8ea1cfc1,cfc1,8ea1cfc1v,cfc1v	82bd	e88abd	82bd	000082bd	aade	aade	aade	aade	aade	aade	aade
1662	aadf	aadf	aadf	*	4f42	*	8ea1cfc2,cfc2,8ea1cfc2v,cfc2v	829f	e88a9f	829f	0000829f	aadf	aadf	aadf	aadf	aadf	aadf	aadf
1663	aae0	aae0	aae0	*	4f43	*	8ea1cfc3,cfc3,8ea1cfc3v,cfc3v	82b9	e88ab9	82b9	000082b9	aae0	aae0	aae0	aae0	aae0	aae0	aae0
1664	aae1	aae1	aae1	*	4f44	*	8ea1cfc4,cfc4,8ea1cfc4v,cfc4v	82b1	e88ab1	82b1	000082b1	aae1	aae1	aae1	aae1	aae1	aae1	aae1
1665	aae2	aae2	aae2	*	4f45	*	8ea1cfc5,cfc5,8ea1cfc5v,cfc5v	82ac	e88aac	82ac	000082ac	aae2	aae2	aae2	aae2	aae2	aae2	aae2
1666	aae3	aae3	aae3	*	4f46	*	8ea1cfc6,cfc6,8ea1cfc6v,cfc6v	82a5	e88aa5	82a5	000082a5	aae3	aae3	aae3	aae3	aae3	aae3	aae3
1667	aae4	aae4	aae4	*	4f47	*	8ea1cfc7,cfc7,8ea1cfc7v,cfc7v	82af	e88aaf	82af	000082af	aae4	aae4	aae4	aae4	aae4	aae4	aae4
1668	aae5	aae5	aae5	*	4f48	*	8ea1cfc8,cfc8,8ea1cfc8v,cfc8v	82b8	e88ab8	82b8	000082b8	aae5	aae5	aae5	aae5	aae5	aae5	aae5
1669	aae6	aae6	aae6	*	4f49	*	8ea1cfc9,cfc9,8ea1cfc9v,cfc9v	82a3	e88aa3	82a3	000082a3	aae6	aae6	aae6	aae6	aae6	aae6	aae6
1670	aae7	aae7	aae7	*	4f4a	*	8ea1cfca,cfca,8ea1cfcav,cfcav	82b0	e88ab0	82b0	000082b0	aae7	aae7	aae7	aae7	aae7	aae7	aae7
1671	aae8	aae8	aae8	*	4f4b	*	8ea1cfcb,cfcb,8ea1cfcbv,cfcbv	82be	e88abe	82be	000082be	aae8	aae8	aae8	aae8	aae8	aae8	aae8
1672	aae9	aae9	aae9	*	4f4c	*	8ea1cfcc,cfcc,8ea1cfccv,cfccv	82b7	e88ab7	82b7	000082b7	aae9	aae9	aae9	aae9	aae9	aae9	aae9
1673	aaea	aaea	aaea	*	4f4d	*	8ea1cfcd,cfcd,8ea1cfcdv,cfcdv	864e	e8998e	864e	0000864e	aaea	aaea	aaea	aaea	aaea	aaea	aaea
1674	aaeb	aaeb	aaeb	*	4f4e	*	8ea1cfce,cfce,8ea1cfcev,cfcev	8671	e899b1	8671	00008671	aaeb	aaeb	aaeb	aaeb	aaeb	aaeb	aaeb
1675	aaec	aaec	aaec	*	4f4f	*	8ea1cfcf,cfcf,8ea1cfcfv,cfcfv	521d	e5889d	521d	0000521d	aaec	aaec	aaec	aaec	aaec	aaec	aaec
1676	aaed	aaed	aaed	*	4f50	*	8ea1cfd0,cfd0,8ea1cfd0v,cfd0v	8868	e8a1a8	8868	00008868	aaed	aaed	aaed	aaed	aaed	aaed	aaed
1677	aaee	aaee	aaee	*	4f51	*	8ea1cfd1,cfd1,8ea1cfd1v,cfd1v	8ecb	e8bb8b	8ecb	00008ecb	aaee	aaee	aaee	aaee	aaee	aaee	aaee
1678	aaef	aaef	aaef	*	4f52	*	8ea1cfd2,cfd2,8ea1cfd2v,cfd2v	8fce	e8bf8e	8fce	00008fce	aaef	aaef	aaef	aaef	aaef	aaef	aaef
1679	aaf0	aaf0	aaf0	*	4f53	*	8ea1cfd3,cfd3,8ea1cfd3v,cfd3v	8fd4	e8bf94	8fd4	00008fd4	aaf0	aaf0	aaf0	aaf0	aaf0	aaf0	aaf0
1680	aaf1	aaf1	aaf1	*	4f54	*	8ea1cfd4,cfd4,8ea1cfd4v,cfd4v	8fd1	e8bf91	8fd1	00008fd1	aaf1	aaf1	aaf1	aaf1	aaf1	aaf1	aaf1
1681	aaf2	aaf2	aaf2	*	4f55	*	8ea1cfd5,cfd5,8ea1cfd5v,cfd5v	90b5	e982b5	90b5	000090b5	aaf2	aaf2	aaf2	aaf2	aaf2	aaf2	aaf2
1682	aaf3	aaf3	aaf3	*	4f56	*	8ea1cfd6,cfd6,8ea1cfd6v,cfd6v	90b8	e982b8	90b8	000090b8	aaf3	aaf3	aaf3	aaf3	aaf3	aaf3	aaf3
1683	aaf4	aaf4	aaf4	*	4f57	*	8ea1cfd7,cfd7,8ea1cfd7v,cfd7v	90b1	e982b1	90b1	000090b1	aaf4	aaf4	aaf4	aaf4	aaf4	aaf4	aaf4
1684	aaf5	aaf5	aaf5	*	4f58	*	8ea1cfd8,cfd8,8ea1cfd8v,cfd8v	90b6	e982b6	90b6	000090b6	aaf5	aaf5	aaf5	aaf5	aaf5	aaf5	aaf5
1685	aaf6	aaf6	aaf6	*	4f59	*	8ea1cfd9,cfd9,8ea1cfd9v,cfd9v	91c7	e98787	91c7	000091c7	aaf6	aaf6	aaf6	aaf6	aaf6	aaf6	aaf6
1686	aaf7	aaf7	aaf7	*	2868,4f5a	*	8ea1a8e8,8ea1cfda,a8e8,cfda,8ea1a8e8v,8ea1cfdav,a8e8v,cfdav	91d1	e98791,e2bea6	91d1,2fa6	000091d1,00002fa6	aaf7	aaf7	aaf7	aaf7	aaf7	aaf7	aaf7
1687	aaf8	aaf8	aaf8	*	2869,4f5b	*	8ea1a8e9,8ea1cfdb,a8e9,cfdb,8ea1a8e9v,8ea1cfdbv,a8e9v,cfdbv	9577	e995b7,e2bea7	9577,2fa7	00009577,00002fa7	aaf8	aaf8	aaf8	aaf8	aaf8	aaf8	aaf8
1688	aaf9	aaf9	aaf9	*	286a,4f5c	*	8ea1a8ea,8ea1cfdc,a8ea,cfdc,8ea1a8eav,8ea1cfdcv,a8eav,cfdcv	9580	e99680,e2bea8	9580,2fa8	00009580,00002fa8	aaf9	aaf9	aaf9	aaf9	aaf9	aaf9	aaf9
1689	aafa	aafa	aafa	*	286b,4f5d	*	8ea1a8eb,8ea1cfdd,a8eb,cfdd,8ea1a8ebv,8ea1cfddv,a8ebv,cfddv	961c	e9989c,e2bea9	961c,2fa9	0000961c,00002fa9	aafa	aafa	aafa	aafa	aafa	aafa	aafa
1690	aafb	aafb	aafb	*	4f5e	*	8ea1cfde,cfde,8ea1cfdev,cfdev	9640	e99980	9640	00009640	aafb	aafb	aafb	aafb	aafb	aafb	aafb
1691	aafc	aafc	aafc	*	4f5f	*	8ea1cfdf,cfdf,8ea1cfdfv,cfdfv	963f	e998bf	963f	0000963f	aafc	aafc	aafc	aafc	aafc	aafc	aafc
1692	aafd	aafd	aafd	*	4f60	*	8ea1cfe0,cfe0,8ea1cfe0v,cfe0v	963b	e998bb	963b	0000963b	aafd	aafd	aafd	aafd	aafd	aafd	aafd
1693	aafe	aafe	aafe	*	4f61	*	8ea1cfe1,cfe1,8ea1cfe1v,cfe1v	9644	e99984	9644	00009644	aafe	aafe	aafe	aafe	aafe	aafe	aafe
1694	ab40	ab40	ab40	*	4f62	*	8ea1cfe2,cfe2,8ea1cfe2v,cfe2v	9642	e99982	9642	00009642	ab40	ab40	ab40	ab40	ab40	ab40	ab40
1695	ab41	ab41	ab41	*	286d,4f63	*	8ea1a8ed,8ea1cfe3,a8ed,cfe3,8ea1a8edv,8ea1cfe3v,a8edv,cfe3v	96b9	e99ab9,e2beab	96b9,2fab	000096b9,00002fab	ab41	ab41	ab41	ab41	ab41	ab41	ab41
1696	ab42	ab42	ab42	*	286e,4f64	*	8ea1a8ee,8ea1cfe4,a8ee,cfe4,8ea1a8eev,8ea1cfe4v,a8eev,cfe4v	96e8	e99ba8,e2beac	96e8,2fac	000096e8,00002fac	ab42	ab42	ab42	ab42	ab42	ab42	ab42
1697	ab43	ab43	ab43	*	286f,4f65	*	8ea1a8ef,8ea1cfe5,a8ef,cfe5,8ea1a8efv,8ea1cfe5v,a8efv,cfe5v	9752	e99d92	9752	00009752	ab43	ab43	ab43	ab43	ab43	ab43	ab43
1698	ab44	ab44	ab44	*	2870,4f66	*	8ea1a8f0,8ea1cfe6,a8f0,cfe6,8ea1a8f0v,8ea1cfe6v,a8f0v,cfe6v	975e	e2beae,e99d9e	2fae,975e	00002fae,0000975e	ab44	ab44	ab44	ab44	ab44	ab44	ab44
1699	ab45	ab45	ab45	*	4f67	*	8ea1cfe7,cfe7,8ea1cfe7v,cfe7v	4e9f	e4ba9f	4e9f	00004e9f	ab45	ab45	ab45	ab45	ab45	ab45	ab45
